model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
0.5433848459548648,-0.9228671126606792,0.04007822388074869,1.798156677863142,-1.4534759046270627,-1.3403246235031798,0.6145355411275638,0.34055062152732435,9499
0.5433848459548648,-2.890737460310503,0.04007822388074869,2.601139431143235,0.6889122499598964,1.3939026030293298,-1.675999056771086,0.5690470516202615,5485
-0.4562665996674998,-0.4308995257482232,0.04007822388074869,-0.32249907688447127,0.6889122499598964,0.18762588544145786,-0.35869589746456676,-0.3449386687514863,8600
-0.20635373826190864,0.5530356480766888,0.04007822388074869,-0.18835081253763328,0.6889122499598964,0.5092996767982236,-1.6170153332200476,1.4830327719920087,17989
-0.4562665996674998,-0.4308995257482232,0.04007822388074869,0.4617761005378033,0.6889122499598964,-1.8228353105383286,0.7619948500051592,-0.80193152893736,8105
-0.956092322478682,1.045003234989145,2.757079325834136,-1.1228019570389267,-1.4534759046270627,0.5092996767982236,-2.0397320186691545,1.4830327719920087,32500
-1.4559180452898643,0.061068061164232815,0.04007822388074869,0.2933563817957877,-1.4534759046270627,-1.5011615191815626,1.0765747089440298,0.34055062152732435,10291
-0.20635373826190864,1.045003234989145,0.04007822388074869,-0.7081431268681012,0.6889122499598964,0.5092996767982236,0.09351264976005942,-0.80193152893736,15150
1.293123430171638,0.061068061164232815,0.04007822388074869,-0.6623791396456686,0.6889122499598964,0.5092996767982236,-0.02445479734201652,-0.3449386687514863,8450
-0.4562665996674998,0.5530356480766888,0.04007822388074869,-0.1999464174081821,0.6889122499598964,0.5092996767982236,0.7619948500051592,-0.80193152893736,10695
-0.20635373826190864,0.061068061164232815,0.04007822388074869,-0.02673384865300631,0.6889122499598964,0.5092996767982236,-1.6170153332200476,1.4830327719920087,17503
-0.20635373826190864,-0.4308995257482232,0.04007822388074869,3.056511718415099,-1.4534759046270627,-1.8228353105383286,1.6074282209033726,0.34055062152732435,7000
-0.4562665996674998,1.045003234989145,0.04007822388074869,-0.7341172817781306,0.6889122499598964,0.5092996767982236,0.09351264976005942,-0.80193152893736,14899
-0.4562665996674998,0.5530356480766888,-2.676922878072639,-0.17046781302616468,0.6889122499598964,0.5092996767982236,-0.9092106506075892,-0.80193152893736,11995
-0.4562665996674998,-2.3987698733980474,0.04007822388074869,1.517955328169036,0.6889122499598964,0.5897181246374151,-0.9092106506075892,0.1120541914343873,4490
-0.20635373826190864,0.061068061164232815,0.04007822388074869,0.40003594660483677,-1.4534759046270627,0.5897181246374151,1.6074282209033726,0.34055062152732435,12000
-0.4562665996674998,1.045003234989145,0.04007822388074869,-0.509471763419365,0.6889122499598964,0.5092996767982236,0.21148009686213606,-0.80193152893736,15500
